Alces alces
Nitzschia silica
Nitzschia subacicularis
Nitzschia subpunctata
Nitzschia tryblionella
Nitzschia tryblionella var. levidensis
Nitzschia vermicularis
Chromulina
Chromulina grandis
Chromulina minor
Chromulina parvula
Chromulina spectabilis
Pseudochromulina asymmetrica
Calycomonas
Kephyrion
Kephyrion asper
Kephyrion cinctum
Kephyrion cupriloforme
Kephyrion gracilis
Kephyrion ovale
Kephyrion spirale
Pseudopedinella
Chrysocapsa planctonica
Coscinodiscus
Chroomonas acuta
Cryptochrysis polychrysis
Cryptomonas erosa
Crytomonas erosa
Rhodamonas lacustris
Rhodomonas
Rhodomonas lacustris
Rhodomonas minuta
Rhodomonas minuta var. nannoplantica
Cymbella
Cymbella cistula
Cymbella mexicana
Cymbella microcephala
Cymbella minuta
Cymbella muelleri
Cymbella naviculiformis
Cymbella tumida
Cymbella turgida
Cymbella sinuata
Gomphoneis herculeana
Gomphonema
Gomphonema angustatum var. sarcophagus
Gomphonema cf. manubrium
Gomphonema eriense
Gomphonema gracile
Gomphonema heidinii
Gomphonema olivaceoides
Gomphonema olivaceum
Gomphonema olivaceum var. calcarea
Gomphonema parvulum
Gomphonema subclavatum
Gomphonema ventricosum
Rhoicosphenia
Rhoicosphenia curvata
Rhoicosphenia curvata var. major
Eunotia pectinalis
Asterionella
Asterionella formosa
Diatoma hiemale var. mesodon
Fragilaria
Fragilaria brevistriata
Fragilaria capucina
Fragilaria construens
Fragilaria crotenensis var. oregona
Fragilaria crotonensis
Fragilaria crotonensis var. oregona
Fragilaria leptostauron
Fragilaria leptostauron var. dubia
Fragilaria pinnata
Fragilaria vaucheriae
Fragilaria vaucheriae var. capitellata
Fragilaria virescens
Hannaea arcus
Synedra
Synedra acus
Synedra delicatissima
Synedra mazamaensis
Synedra parasitica
Synedra pulchella
Synedra radians
Synedra rumpens
Synedra rumpens var. familiaris
Synedra tenera
Synedra ulna
Synedra ulna var. genuina
Synedra vaucheriae
Ceratium
Amphidinium luteum
Gymnodinium
Gymnodinium fuscum
Gymnodinium inversum
Diplomitella socialis
Melosira
Melosira americana
Melosira circulare
Melosira italica
Melosira undulata
Ophiocytium
Ophiocytium capitatum
Ophiocytium cochleare
Ophiocytium parvulum
Diploneis elliptical
Diploneis puella
Navicula
Navicula canalis
Navicula cryptocephala
Navicula cryptocephala var. veneta
Navicula decussis
Navicula heufleri
Navicula latens
Navicula menisculus var. upsaliensis
Navicula minima
Navicula notha
Navicula pseudoreinhardtii
Navicula radiosa
Navicula viridula
Neidium affine
Caloneis hyalina
Diatomella balfouriana
Navicula pupula
Navicula seminulum
Stauroneis kriegeri
Chrysolykos planctonicus
Dinobryon
Dinobryon bavaricum
Dinobryon sertularia
Dinobryon sociale
Dinobryon socialis
Pseudokephyrion conicum
Pseudokephyrion entzii
Pseudokephyrion/part
Ochromonas
Ochromonas elegans
Ochromonas granulosa
Ochromonas miniscula
Ochromonas ovalis
Ochromonas verrucosa
Glenodinium
Glenodinium penardiforme
Peridinium
Peridinium aciculiferum
Peridinium inconspicuum
Chrysochromulina
Stipitococcus
Epithemia
Epithemia adnata
Epithemia sorex
Epithemia turgida
Epithemia turgida var. westermannii
Rhopalodia gibba
Tabellaria flocculosa
Amphora ovalis
Amphora ovalis var. pediculus
Amphora perpusilla
Cyclotella
Cyclotella kutzingiana
Cyclotella meneghiniana
Cyclotella stelligera
Stephanodiscus
Stephanodiscus astraea
Stephanodiscus hantzschii
Coscinodiscus lacustris
Tribonema
Tribonema affine
Tribonema bombycinum
Tribonema tenerrina
Vaucheria
Odocoileus virginianus
Canis latrans
Urocyon cinereoargenteus
Vulpes vulpes
Lynx rufus
Mephitis mephitis
Lutra canadensis
Mustela frenata
Mustela nivalis
Mustela vison
Taxidea taxus
Procyon lotor
Eptesicus fuscus
Lasionycteris noctivagans
Lasiurus borealis
Lasiurus cinereus
Myotis leibii
Myotis lucifugus
Myotis septentrionalis
Myotis sodalis
Nycticeius humeralis
Perimyotis subflavus
Didelphis virginiana
Sylvilagus floridanus
Castor canadensis
Microtus pennsylvanicus
Microtus pinetorum
Ondatra zibethicus
Peromyscus leucopus
Peromyscus maniculatus
Synaptomys cooperi
Zapus hudsonius
Mus musculus
Rattus norvegicus
Glaucomys volans
Marmota monax
Sciurus carolinensis
Sciurus niger
Tamias striatus
Tamiasciurus hudsonicus
Blarina brevicauda
Cryptotis parva
Sorex cinereus
Sorex fumeus
Condylura cristata
Parascalops breweri
Scalopus aquaticus
Vermivora pinus X chrysoptera
Accipiter cooperii
Accipiter gentilis
Accipiter striatus
Buteo jamaicensis
Buteo lagopus
Buteo lineatus
Buteo platypterus
Circus cyaneus
Haliaeetus leucocephalus
Ictinia mississippiensis
Cathartes aura
Coragyps atratus
Pandion haliaetus
Aix sponsa
Anas acuta
Anas americana
Anas clypeata
Anas crecca
Anas discors
Anas platyrhynchos
Anas rubripes
Anas strepera
Aythya affinis
Aythya americana
Aythya collaris
Aythya marila
Aythya valisineria
Branta canadensis
Bucephala albeola
Bucephala clangula
Chen caerulescens
Cygnus columbianus
Cygnus olor
Lophodytes cucullatus
Melanitta fusca
Mergus merganser
Mergus serrator
Oxyura jamaicensis
Chaetura pelagica
Archilochus colubris
Caprimulgus vociferus
Chordeiles minor
Charadrius semipalmatus
Charadrius vociferus
Pluvialis squatarola
Chlidonias niger
Larus argentatus
Larus delawarensis
Larus marinus
Larus philadelphia
Actitis macularia
Bartramia longicauda
Calidris alpina
Calidris fuscicollis
Calidris melanotos
Calidris minutilla
Gallinago gallinago
Scolopax minor
Tringa flavipes
Tringa melanoleuca
Tringa solitaria
Columba livia
Columbina passerina
Zenaida macroura
Ceryle alcyon
Coccyzus americanus
Coccyzus erythropthalmus
Falco columbarius
Falco peregrinus
Falco sparverius
Colinus virginianus
Bonasa umbellus
Meleagris gallopavo
Phasianus colchicus
Gavia immer
Grus canadensis
Fulica americana
Gallinula chloropus
Porzana carolina
Rallus elegans
Rallus limicola
Eremophila alpestris
Bombycilla cedrorum
Bombycilla garrulus
Calcarius lapponicus
Plectrophenax nivalis
Cardinalis cardinalis
Passerina cyanea
Pheucticus ludovicianus
Piranga olivacea
Piranga rubra
Spiza americana
Certhia americana
Corvus brachyrhynchos
Cyanocitta cristata
Ammodramus henslowii
Ammodramus nelsoni
Ammodramus savannarum
Junco hyemalis
Melospiza georgiana
Melospiza lincolnii
Melospiza melodia
Passerculus sandwichensis
Passerella iliaca
Pipilo erythrophthalmus
Pooecetes gramineus
Spizella arborea
Spizella passerina
Spizella pusilla
Zonotrichia albicollis
Zonotrichia leucophrys
Carduelis flammea
Carduelis pinus
Carduelis tristis
Carpodacus mexicanus
Carpodacus purpureus
Coccothraustes vespertinus
Loxia curvirostra
Loxia leucoptera
Pinicola enucleator
Hirundo pyrrhonota
Hirundo rustica
Progne subis
Riparia riparia
Stelgidopteryx serripennis
Tachycineta bicolor
Agelaius phoeniceus
Dolichonyx oryzivorus
Euphagus carolinus
Icterus galbula
Icterus spurius
Molothrus ater
Quiscalus quiscula
Sturnella magna
Xanthocephalus xanthocephalus
Lanius excubitor
Lanius ludovicianus
Dumetella carolinensis
Mimus polyglottos
Toxostoma rufum
Anthus rubescens
Parus atricapillus
Parus bicolor
Dendroica caerulescens
Dendroica castanea
Dendroica cerulea
Dendroica coronata
Dendroica discolor
Dendroica dominica
Dendroica fusca
Dendroica magnolia
Dendroica palmarum
Dendroica pensylvanica
Dendroica petechia
Dendroica pinus
Dendroica striata
Dendroica tigrina
Dendroica virens
Geothlypis trichas
Helmitheros vermivorus
Icteria virens
Mniotilta varia
Oporornis agilis
Oporornis formosus
Oporornis philadelphia
Parula americana
Protonotaria citrea
Seiurus aurocapillus
Seiurus motacilla
Seiurus noveboracensis
Setophaga ruticilla
Vermivora celata
Vermivora chrysoptera
Vermivora peregrina
Vermivora pinus
Vermivora ruficapilla
Wilsonia canadensis
Wilsonia citrina
Wilsonia pusilla
Passer domesticus
Polioptila caerulea
Regulus calendula
Regulus satrapa
Sitta canadensis
Sitta carolinensis
Sturnus vulgaris
Cistothorus palustris
Cistothorus platensis
Thryothorus ludovicianus
Troglodytes aedon
Troglodytes troglodytes
Catharus fuscescens
Catharus guttatus
Catharus minimus
Catharus ustulatus
Hylocichla mustelina
Sialia sialis
Turdus migratorius
Contopus borealis
Contopus virens
Empidonax alnorum
Empidonax flaviventris
Empidonax minimus
Empidonax traillii
Empidonax virescens
Myiarchus crinitus
Sayornis phoebe
Tyrannus tyrannus
Tyrannus verticalis
Vireo flavifrons
Vireo gilvus
Vireo griseus
Vireo olivaceus
Vireo philadelphicus
Vireo solitarius
Ardea herodias
Botaurus lentiginosus
Bubulcus ibis
Butorides striatus
Casmerodius albus
Egretta caerulea
Ixobrychus exilis
Nyctanassa violacea
Nycticorax nycticorax
Plegadis falcinellus
Colaptes auratus
Dryocopus pileatus
Melanerpes carolinus
Melanerpes erythrocephalus
Picoides arcticus
Picoides pubescens
Picoides villosus
Sphyrapicus varius
Podiceps auritus
Podiceps grisegena
Podilymbus podiceps
Aegolius acadicus
Asio flammeus
Asio otus
Bubo virginianus
Nyctea scandiaca
Otus asio
Strix varia
Tyto alba
Phalacrocorax auritus
Coluber constrictor
Diadophis punctatus
Elaphe obsoleta
Lampropeltis triangulum
Nerodia sipedon
Opheodrys vernalis
Regina septemvittata
Storeria dekayi
Storeria occipitomaculata
Thamnophis sauritus
Thamnophis sirtalis
Sceloporus undulatus
Eumeces fasciatus
Sistrurus catenatus catenatus
Chelydra serpentina
Chrysemys picta
Clemmys guttata
Emydoidea blandingii
Terrapene carolina
Trachemys scripta
Trachemys scripta elegans
Sternotherus odoratus
Trionyx spiniferus
Bufo americanus
Hyla versicolor
Pseudacris crucifer crucifer
Pseudacris triseriata
Rana catesbeiana
Rana clamitans
Rana palustris
Rana pipiens
Rana sylvatica
Ambystoma jeffersonianum
Ambystoma maculatum
Ambystoma opacum
Ambystoma texanum
Ambystoma tigrinum
Desmognathus fuscus
Eurycea bislineata
Eurycea longicauda
Hemidactylium scutatum
Plethodon cinereus
Plethodon glutinosus
Plethodon richmondi
Pseudotriton ruber
Necturus maculosus
Notophthalmus viridescens
Hybopsis x-punctata trautmani
Acipenser fulvescens
Amia calva
Anguilla rostrata
Labidesthes sicculus
Alosa pseudoharengus
Dorosoma cepedianum
Carpiodes cyprinus
Catostomus commersoni
Hypentelium nigricans
Ictiobus bubalus
Ictiobus cyprinellus
Minytrema melanops
Moxostoma anisurum
Moxostoma duquesnei
Moxostoma erythrurum
Moxostoma macrolepidotum
Campostoma anomalum
Carassius auratus
Clinostomus elongatus
Cyprinella spiloptera
Cyprinus carpio
Ericymba buccata
Erimystax x-punctatus
Hybopsis amblops
Hybopsis dissimilis
Luxilus cornutus
Nocomis biguttatus
Nocomis micropogon
Notemigonus crysoleucas
Notropis atherinoides
Notropis chrysocephalus
Notropis cornutus
Notropis rubellus
Notropis spilopterus
Notropis stramineus
Notropis volucellus
Phoxinus erythrogaster
Pimephales notatus
Pimephales promelas
Rhinichthys atratulus meleagris
Rhinichthys obtusus
Semotilus atromaculatus
Esox americanus
Esox americanus vermiculatus
Esox lucius
Esox masquinongy
Umbra limi
Lota lota
Culaea inconstans
Ambloplites
Ambloplites rupestris
Lepomis cyanellus
Lepomis gibbosus
Lepomis gulosus
Lepomis macrochirus
Lepomis megalotis
Lepomis microlophus
Micropterus dolomieui
Micropterus salmoides
Pomoxis annularis
Pomoxis nigromaculatus
Morone americana
Morone chrysops
Ammocrypta pellucida
Etheostoma blennioides
Etheostoma caeruleum
Etheostoma flabellare
Etheostoma nigrum
Percina caprodes
Percina maculata
Sander vitreus
Stizostedion
Stizostedion vitreum glaucum
Aplodinotus grunniens
Percopsis omiscomaycus
Ichthyomyzon unicuspis
Salmo gairdnerii
Cottus bairdii
Lepisosteus osseus
Ictalurus melas
Ictalurus natalis
Ictalurus nebulosus
Ictalurus punctatus
Noturus flavus
Panicum linearifolium linearifolium
Acorus americanus
Acorus calamus
Acorus calamus
Alisma plantago-aquatica
Alisma plantago-aquatica var. americanum
Alisma subcordatum
Alisma triviale
Sagittaria engelmanniana
Sagittaria latifolia
Sagittaria rigida
Arisaema dracontium
Arisaema triphyllum
Lemna minor
Lemna trisulca
Peltandra virginica
Spirodela polyrrhiza
Symplocarpus foetidus
Wolffia columbiana
Wolffia punctata
Elodea canadensis
Elodea nuttallii
Najas minor
Triglochin maritima
Triglochin maritimum
Potamogeton amplifolius
Potamogeton crispus
Potamogeton foliosus
Potamogeton natans
Potamogeton nodosus
Potamogeton pectinatus
Potamogeton pusillus
Angelica atropurpurea
Angelica venenosa
Chaerophyllum procumbens
Cicuta bulbifera
Cicuta maculata
Cicuta maculata var. maculata
Conium maculatum
Cryptotaenia canadensis
Daucus carota
Erigenia bulbosa
Heracleum lanatum
Osmorhiza claytonii
Osmorhiza longistylis
Oxypolis rigidior
Pastinaca sativa
Sanicula canadensis
Sanicula gregaria
Sanicula marilandica
Sanicula odorata
Sanicula trifoliata
Sium suave
Taenidia integerrima
Thaspium barbinode
Thaspium trifoliatum
Torilis japonica
Aralia hispida
Aralia nudicaulis
Aralia racemosa
Aralia racemosa ssp. racemosa
Aralia spinosa
Hedera helix
Panax quinquefolius
Panax trifolius
Allium canadense
Allium canadense var. canadense
Allium cepa
Allium sativum
Allium tricoccum
Allium vineale
Narcissus pseudonarcissus
Asparagus officinalis
Camassia scilloides
Convallaria majalis
Maianthemum canadense
Maianthemum stellatum
Muscari botryoides
Polygonatum biflorum
Polygonatum biflorum var. commutatum
Polygonatum canaliculatum
Polygonatum commutatum
Polygonatum pubescens
Smilacina racemosa
Smilacina stellata
Hypoxis hirsuta
Iris cristata
Iris pseudacorus
Iris versicolor
Sisyrinchium angustifolium
Aplectrum hyemale
Corallorrhiza maculata
Cypripedium acaule
Cypripedium calceolus
Cypripedium calceolus var. pubescens
Cypripedium parviflorum
Epipactis helleborine
Goodyera pubescens
Habenaria lacera
Isotria verticillata
Liparis loeselii
Orchis spectabilis
Platanthera lacera
Platanthera orbiculata
Spiranthes cernua
Spiranthes lucida
Spiranthes magnicamporum
Spiranthes ochroleuca
Spiranthes ovalis
Tipularia discolor
Hemerocallis fulva
Hemerocallis lilioasphodelus
Achillea millefolium
Ageratina altissima
Ambrosia artemisiifolia
Ambrosia trifida
Ambrosia trifida var. trifida
Antennaria neglecta
Antennaria plantaginifolia
Arctium lappa
Arctium minus
Artemisia vulgaris
Aster cordifolius
Aster divaricatus
Aster infirmus
Aster laevis
Aster lanceolatus
Aster lateriflorus
Aster lowrieanus
Aster macrophyllus
Aster novae-angliae
Aster paternus
Aster pilosus
Aster pilosus var. pilosus
Aster prenanthoides
Aster puniceus
Aster racemosus
Aster sagittifolius
Aster schreberi
Aster shortii
Aster simplex
Aster umbellatus
Aster undulatus
Bidens aristosa
Bidens cernua
Bidens comosa
Bidens connata
Bidens coronata
Bidens frondosa
Bidens polylepis
Bidens tripartita
Cacalia atriplicifolia
Centaurea maculosa
Chamomilla suaveolens
Chrysanthemum leucanthemum
Chrysogonum virginianum
Cichorium intybus
Cirsium arvense
Cirsium muticum
Cirsium vulgare
Conyza canadensis
Coreopsis tripteris
Crepis capillaris
Eclipta prostrata
Erechtites hieracifolia
Erechtites hieraciifolia
Erechtites hieraciifolia var. hieraciifolia
Erigeron annuus
Erigeron canadensis
Erigeron philadelphicus
Erigeron pulchellus
Erigeron strigosus
Eupatorium altissimum
Eupatorium fistulosum
Eupatorium maculatum
Eupatorium maculatum var. maculatum
Eupatorium perfoliatum
Eupatorium perfoliatum var. perfoliatum
Eupatorium purpureum
Eupatorium rugosum
Eupatorium sessilifolium
Euthamia graminifolia
Euthamia graminifolia var. graminifolia
Galinsoga quadriradiata
Gnaphalium obtusifolium
Helenium autumnale
Helenium autumnale var. autumnale
Helianthus annuus
Helianthus decapetalus
Helianthus divaricatus
Helianthus hirsutus
Helianthus microcephalus
Helianthus strumosus
Helianthus tuberosus
Heliopsis helianthoides
Hieracium aurantiacum
Hieracium caespitosum
Hieracium gronovii
Hieracium paniculatum
Hieracium pilosella
Hieracium pratense
Hieracium venosum
Hieracium X flagellare
Hieracium X floribundum
Hypochaeris radicata
Inula helenium
Krigia biflora
Lactuca biennis
Lactuca canadensis var. latifolia
Lactuca canadensis var. longifolia
Lactuca floridana
Lactuca serriola
Lapsana communis
Leontodon taraxacoides
Liatris aspera
Matricaria matricarioides
Matricaria recutita
Prenanthes alba
Prenanthes altissima
Ratibida pinnata
Rudbeckia hirta
Rudbeckia hirta var. pulcherrima
Rudbeckia laciniata
Senecio aureus
Senecio obovatus
Senecio vulgaris
Silphium laciniatum
Silphium perfoliatum
Silphium trifoliatum
Silphium trifoliatum var. trifoliatum
Solidago altissima
Solidago bicolor
Solidago caesia
Solidago canadensis
Solidago flexicaulis
Solidago gigantea
Solidago graminifolia
Solidago hispida
Solidago juncea
Solidago nemoralis
Solidago nemoralis var. nemoralis
Solidago patula
Solidago patula var. patula
Solidago rugosa
Solidago squarrosa
Solidago ulmifolia
Sonchus arvensis
Sonchus asper
Sonchus oleraceus
Tanacetum vulgare
Taraxacum officinale
Tragopogon porrifolius
Tragopogon pratensis
Tussilago farfara
Verbesina alternifolia
Vernonia altissima
Vernonia gigantea
Vernonia gigantea ssp. gigantea
Xanthium strumarium
Campanula americana
Lobelia cardinalis
Lobelia inflata
Lobelia siphilitica
Lobelia siphilitica var. siphilitica
Lobelia spicata
Specularia perfoliata
Cynoglossum virginianum
Echium vulgare
Hackelia virginiana
Mertensia virginica
Myosotis laxa
Myosotis scorpioides
Symphytum asperum
Symphytum officinale
Hydrophyllum appendiculatum
Hydrophyllum canadense
Hydrophyllum virginianum
Phacelia purshii
Alliaria petiolata
Arabidopsis thaliana
Arabis laevigata
Barbarea vulgaris
Brassica juncea
Brassica nigra
Brassica oleracea
Capsella bursa-pastoris
Cardamine bulbosa
Cardamine concatenata
Cardamine diphylla
Cardamine douglassii
Cardamine hirsuta
Cardamine pensylvanica
Cardamine rhomboidea
Hesperis matronalis
Lepidium campestre
Lepidium virginicum
Raphanus raphanistrum
Rorippa islandica var. fernaldiana
Rorippa nasturtium-aquaticum
Floerkea proserpinacoides
Pachysandra terminalis
Amaranthus hybridus
Amaranthus retroflexus
Atriplex patula
Atriplex prostrata
Chenopodium album
Chenopodium glaucum
Chenopodium hybridum
Kochia scoparia
Salsola collina
Salsola tragus
Arenaria serpyllifolia
Cerastium nutans
Cerastium vulgatum
Dianthus armeria
Dianthus barbatus
Lychnis alba
Saponaria officinalis
Silene antirrhina
Silene latifolia ssp. alba
Silene stellata
Silene virginica
Spergula arvensis
Spergularia marina
Stellaria aquatica
Stellaria graminea
Stellaria media
Claytonia virginica
Claytonia virginica var. virginica
Phytolacca americana
Polygonum amphibium var. emersum
Polygonum arifolium
Polygonum aviculare
Polygonum caespitosum
Polygonum cespitosum
Polygonum cespitosum var. longisetum
Polygonum cilinode
Polygonum convolvulus
Polygonum cuspidatum
Polygonum hydropiper
Polygonum hydropiperoides
Polygonum lapathifolium
Polygonum pensylvanicum
Polygonum persicaria
Polygonum punctatum
Polygonum sagittatum
Polygonum scandens
Polygonum virginianum
Rumex acetosella
Rumex altissimus
Rumex crispus
Rumex obtusifolius
Rumex orbiculatus
Rumex verticillatus
Portulaca oleracea
Celastrus orbiculatus
Celastrus scandens
Euonymus alata
Euonymus alatus
Euonymus atropurpurea
Euonymus europaea
Euonymus europaeus
Euonymus fortunei
Euonymus fortunei var. radicans
Euonymus obovata
Euonymus obovatus
Parnassia glauca
Ceratophyllum demersum
Commelina communis
Pontederia cordata
Cornus alternifolia
Cornus amomum
Cornus amomum ssp. obliqua
Cornus drummondii
Cornus florida
Cornus obliqua
Cornus racemosa
Cornus rugosa
Cornus sericea
Cornus stolonifera
Hydrangea arborescens
Hydrangea macrophylla
Philadelphus coronarius
Nyssa sylvatica
Staphylea trifolia
Echinocystis lobata
Sicyos angulatus
Dioscorea villosa
Sambucus canadensis
Sambucus racemosa
Sambucus racemosa ssp. pubens
Viburnum acerifolium
Viburnum dentatum var. lucidum
Viburnum lantana
Viburnum lentago
Viburnum opulus var. opulus
Viburnum plicatum
Viburnum rafinesquianum
Viburnum recognitum
Viburnum trilobum
Lonicera canadensis
Lonicera dioica var. glaucescens
Lonicera fragaria
Lonicera japonica
Lonicera maackii
Lonicera morrowii
Lonicera tatarica
Lonicera X bella
Lonicera xylosteum
Triosteum aurantiacum
Triosteum perfoliatum
Diervilla lonicera
Weigela florida
Dipsacus fullonum
Dipsacus sylvestris
Valerianella chenopodiifolia
Valerianella umbilicata
Equisetum arvense
Equisetum hyemale
Equisetum variegatum
Equisetum X nelsonii
Impatiens capensis
Impatiens pallida
Chimaphila maculata
Chimaphila umbellata
Chimaphila umbellata ssp. cisatlantica
Epigaea repens
Gaultheria procumbens
Gaylussacia baccata
Monotropa hypopithys
Monotropa uniflora
Pyrola americana
Pyrola elliptica
Pyrola rotundifolia
Pyrola secunda
Rhododendron maximum
Vaccinium angustifolium
Vaccinium corymbosum
Vaccinium pallidum
Vaccinium vacillans
Phlox divaricata
Phlox divaricata ssp. divaricata
Phlox maculata
Phlox paniculata
Phlox pilosa
Phlox subulata
Polemonium reptans
Lysimachia ciliata
Lysimachia nummularia
Lysimachia quadrifolia
Lysimachia terrestris
Lysimachia vulgaris
Lysimachia X producta
Samolus floribundus
Samolus parviflorus
Samolus valerandi ssp. parviflorus
Trientalis borealis
Amorpha fruticosa
Amphicarpa bracteata
Amphicarpaea bracteata
Amphicarpaea bracteata var. comosa
Apios americana
Baptisia tinctoria
Cercis canadensis
Coronilla varia
Desmodium canadense
Desmodium canescens
Desmodium cuspidatum
Desmodium glabellum
Desmodium glutinosum
Desmodium laevigatum
Desmodium nudiflorum
Desmodium paniculatum
Desmodium rotundifolium
Gleditsia triacanthos
Lathyrus latifolius
Lathyrus palustris
Lespedeza hirta
Lespedeza intermedia
Lespedeza violacea
Lotus corniculatus
Medicago lupulina
Medicago sativa
Melilotus alba
Melilotus albus
Melilotus altissima
Melilotus altissimus
Melilotus officinalis
Robinia pseudoacacia
Trifolium aureum
Trifolium dubium
Trifolium hybridum
Trifolium pratense
Trifolium repens
Vicia americana
Vicia americana ssp. americana
Vicia caroliniana
Vicia cracca
Vicia dasycarpa
Vicia tetrasperma
Vicia villosa
Polygala sanguinea
Polygala senega
Polygala verticillata
Polygala verticillata var. verticillata
Alnus glutinosa
Alnus incana
Alnus rugosa
Alnus serrulata
Betula alba
Betula alleghaniensis
Betula lenta
Betula papyrifera
Betula pendula
Betula populifolia
Carpinus caroliniana
Carpinus caroliniana ssp. virginiana
Corylus americana
Ostrya virginiana
Castanea dentata
Fagus grandifolia
Quercus alba
Quercus bicolor
Quercus coccinea
Quercus imbricaria
Quercus macrocarpa
Quercus muehlenbergii
Quercus palustris
Quercus prinus
Quercus rubra
Quercus velutina
Quercus X leana
Carya cordiformis
Carya glabra
Carya ovalis
Carya ovata
Juglans cinerea
Juglans nigra
Apocynum androsaemifolium
Apocynum cannabinum
Apocynum X floribundum
Asclepias exaltata
Asclepias incarnata
Asclepias incarnata ssp. incarnata
Asclepias quadrifolia
Asclepias syriaca
Asclepias verticillata
Vinca minor
Frasera caroliniensis
Gentiana andrewsii
Gentiana andrewsii var. andrewsii
Gentiana clausa
Gentiana quinquefolia
Gentiana quinquefolia var. occidentalis
Gentianella quinquefolia
Gentianopsis crinita
Obolaria virginica
Sabatia angularis
Cephalanthus occidentalis
Galium aparine
Galium asprellum
Galium boreale
Galium circaezans
Galium concinnum
Galium lanceolatum
Galium mollugo
Galium obtusum
Galium tinctorium
Galium triflorum
Houstonia caerulea
Houstonia canadensis
Mitchella repens
Geranium maculatum
Geranium robertianum
Campsis radicans
Catalpa speciosa
Ajuga reptans
Blephilia ciliata
Blephilia hirsuta
Blephilia hirsuta var. hirsuta
Collinsonia canadensis
Glechoma hederacea
Lamium amplexicaule
Lamium purpureum
Leonurus cardiaca
Lycopus americanus
Lycopus uniflorus
Lycopus virginicus
Lycopus X sherardii
Mentha arvensis
Mentha arvensis
Mentha spicata
Mentha X piperita
Monarda clinopodia
Monarda fistulosa
Monarda fistulosa
Nepeta cataria
Physostegia virginiana
Prunella vulgaris
Prunella vulgaris ssp. lanceolata
Pycnanthemum tenuifolium
Pycnanthemum virginianum
Satureja vulgaris
Scutellaria galericulata
Scutellaria incana
Scutellaria incana var. incana
Scutellaria lateriflora
Stachys aspera
Stachys hispida
Stachys hyssopifolia
Stachys tenuifolia
Teucrium canadense
Lindernia dubia
Forsythia suspensa
Fraxinus americana
Fraxinus nigra
Fraxinus pennsylvanica
Fraxinus pennsylvanica var. subintegerrima
Fraxinus profunda
Ligustrum obtusifolium
Ligustrum vulgare
Syringa vulgaris
Agalinis tenuifolia
Aureolaria flava
Castilleja coccinea
Conopholis americana
Epifagus virginiana
Orobanche uniflora
Pedicularis canadensis
Pedicularis lanceolata
Mimulus ringens
Phryma leptostachya
Callitriche heterophylla
Chaenorhinum minus
Chelone glabra
Chelone glabra var. glabra
Chelone glabra var. linifolia
Collinsia verna
Linaria vulgaris
Penstemon canescens
Penstemon digitalis
Penstemon hirsutus
Plantago lanceolata
Plantago major
Plantago rugelii
Veronica arvensis
Veronica filiformis
Veronica officinalis
Veronica peregrina
Veronica persica
Veronica serpyllifolia
Veronicastrum virginicum
Scrophularia marilandica
Verbascum blattaria
Verbascum thapsus
Verbena hastata
Verbena urticifolia
Lindera benzoin
Sassafras albidum
Uvularia grandiflora
Uvularia perfoliata
Disporum lanuginosum
Erythronium albidum
Erythronium americanum
Erythronium umbilicatum
Lilium canadense
Medeola virginiana
Ornithogalum umbellatum
Streptopus amplexifolius
Chamaelirium luteum
Trillium erectum
Trillium flexipes
Trillium grandiflorum
Smilax glauca
Smilax herbacea
Smilax hispida
Smilax rotundifolia
Smilax tamnoides
Lycopodium clavatum
Lycopodium complanatum
Lycopodium digitatum
Lycopodium lucidulum
Lycopodium obscurum
Lycopodium tristachyum
Asimina triloba
Liriodendron tulipifera
Magnolia acuminata
Acalypha rhomboidea
Acalypha virginica
Acalypha virginica var. rhomboidea
Chamaesyce nutans
Chamaesyce vermiculata
Euphorbia corollata
Euphorbia dentata
Euphorbia helioscopia
Euphorbia maculata
Euphorbia nutans
Euphorbia supina
Euphorbia vermiculata
Hypericum drummondii
Hypericum mutilum
Hypericum perforatum
Hypericum prolificum
Hypericum punctatum
Linum virginianum
Populus alba
Populus deltoides
Populus grandidentata
Populus tremula
Populus tremuloides
Salix alba
Salix amygdaloides
Salix discolor
Salix eriocephala
Salix exigua
Salix exigua ssp. interior
Salix fragilis
Salix humilis
Salix interior
Salix lucida
Salix nigra
Salix sericea
Salix X rubens
Viola affinis
Viola blanda
Viola canadensis
Viola conspersa
Viola cucullata
Viola fimbriatula
Viola hastata
Viola palmata
Viola papilionacea
Viola pubescens
Viola rostrata
Viola rotundifolia
Viola sagittata
Viola sororia
Viola striata
Lechea intermedia
Abutilon theophrasti
Hibiscus moscheutos
Malva neglecta
Tilia americana
Dirca palustris
Decodon verticillatus
Lythrum salicaria
Circaea alpina
Circaea alpina var. alpina
Circaea canadensis
Circaea canadensis var. virginiana
Circaea lutetiana
Circaea lutetiana ssp. canadensis
Circaea lutetiana var. canadensis
Circaea quadrisulcata
Epilobium ciliatum
Epilobium coloratum
Epilobium glandulosum
Epilobium parviflorum
Gaura biennis
Ludwigia palustris
Ludwigia palustris var. americana
Oenothera biennis
Oenothera fruticosa
Oenothera perennis
Brasenia schreberi
Nuphar advena
Nuphar lutea ssp. advena
Nymphaea odorata
Botrychium dissectum
Botrychium dissectum var. dissectum
Botrychium dissectum var. obliquum
Botrychium virginianum
Ophioglossum vulgatum
