Alces alces
Sideritis montana
Proboscidea louisianica
Fraxinus pennsylvanica
Agalinis aspera
Castilleja sessiliflora
Orobanche fasciculata
Orobanche ludoviciana
Orobanche uniflora
Orthocarpus luteus
Besseya wyomingensis
Linaria dalmatica
Penstemon albidus
Penstemon angustifolius
Penstemon eriantherus
Penstemon glaber
Penstemon gracilis
Penstemon grandiflorus
Plantago aristata
Plantago elongata
Plantago major
Plantago patagonica
Veronica arvensis
Veronica peregrina
Verbascum thapsus
Glandularia bipinnatifida var. bipinnatifida
Verbena bracteata
Verbena stricta
Calochortus gunnisonii
Calochortus nuttallii
Fritillaria atropurpurea
Zigadenus paniculatus
Zigadenus venenosus var. gramineus
Smilax herbacea
Bergia texana
Chamaesyce
Chamaesyce albomarginata
Chamaesyce glyptosperma
Chamaesyce maculata
Chamaesyce missurica
Chamaesyce nutans
Chamaesyce serpens
Chamaesyce serpyllifolia ssp. serpyllifolia
Chamaesyce stictospora
Croton texensis
Euphorbia brachycera
Euphorbia hexagona
Euphorbia marginata
Euphorbia missurica var. intermedia
Euphorbia robusta
Euphorbia spathulata
Euphorbia stictospora
Linum compactum
Linum rigidum
Populus deltoides ssp. monilifera
Salix amygdaloides
Salix exigua
Salix interior
Salix lutea
Salix petiolaris
Viola canadensis
Viola nuttallii
Malva neglecta
Malva rotundifolia
Malvastrum coccineum
Sphaeralcea coccinea
Thymelaea passerina
Ammannia coccinea
Rotala ramosior
Calylophus serrulatus
Chamerion angustifolium ssp. angustifolium
Epilobium brachycarpum
Gaura coccinea
Gaura mollis
Oenothera albicaulis
Oenothera biennis
Oenothera caespitosa
Oenothera coronopifolia
Oenothera laciniata
Oenothera nuttallii
Oxalis dillenii
Oxalis stricta
Juniperus scopulorum
Juniperus virginiana
Pinus ponderosa
Carex
Carex brevior
Carex duriuscula
Carex filifolia
Carex gravida
Carex inops ssp. heliophila
Carex pensylvanica
Carex praegracilis
Carex sartwellii
Carex saximontana
Cyperus acuminatus
Eleocharis acicularis
Eleocharis compressa
Eleocharis macrostachya
Eleocharis palustris
Schoenoplectus americanus
Schoenoplectus pungens var. pungens
Schoenoplectus tabernaemontani
Scirpus atrovirens
Juncus balticus
Juncus effusus
Juncus interior
Juncus tenuis
Achnatherum hymenoides
Agropyron cristatum
Alopecurus pratensis
Andropogon gerardii
Andropogon hallii
Aristida
Aristida purpurea
Aristida purpurea var. longiseta
Bouteloua curtipendula
Bouteloua gracilis
Bouteloua hirsuta
Bromus
Bromus inermis
Bromus japonicus
Bromus squarrosus
Bromus tectorum
Buchloe dactyloides
Calamovilfa longifolia
Cenchrus longispinus
Cenchrus spinifex
Dactylis glomerata
Dichanthelium oligosanthes
Dichanthelium oligosanthes var. scribnerianum
Distichlis spicata
Echinochloa crusgalli
Elymus albicans
Elymus canadensis
Elymus caninus
Elymus elymoides ssp. elymoides
Elymus lanceolatus ssp. lanceolatus
Elymus repens
Elymus trachycaulus
Elymus trachycaulus ssp. trachycaulus
Elymus virginicus
Eragrostis cilianensis
Hesperostipa comata ssp. comata
Hesperostipa spartea
Hordeum jubatum
Hordeum pusillum
Koeleria macrantha
Lolium pratense
Monroa squarrosa
Muhlenbergia cuspidata
Muhlenbergia racemosa
Nassella viridula
Panicum capillare
Panicum virgatum
Pascopyrum smithii
Pennisetum glaucum
Phleum pratense
Phragmites australis
Piptatherum micranthum
Poa
Poa compressa
Poa nemoralis ssp. interior
Poa palustris
Poa pratensis
Poa secunda
Pseudoroegneria spicata ssp. spicata
Schedonnardus paniculatus
Schizachne purpurascens
Schizachyrium scoparium
Schizachyrium scoparium var. scoparium
Setaria viridis
Spartina pectinata
Sporobolus compositus var. compositus
Sporobolus cryptandrus
Sporobolus heterolepis
Thinopyrum intermedium
Vulpia octoflora
Vulpia octoflora var. octoflora
Typha angustifolia
Typha latifolia
Cystopteris fragilis
Woodsia oregana
Argemone polyanthemos
Corydalis micrantha
Anemone canadensis
Anemone caroliniana
Anemone cylindrica
Anemone parviflora
Clematis ligusticifolia
Delphinium carolinianum ssp. virescens
Myosurus minimus
Pulsatilla patens ssp. multifida
Pulsatilla patens ssp. patens
Ranunculus cymbalaria
Ranunculus glaberrimus
Ranunculus testiculatus
Thalictrum dasycarpum
Thalictrum revolutum
Celtis occidentalis
Elaeagnus angustifolia
Shepherdia argentea
Ceanothus herbaceus
Crataegus succulenta
Dasiphora floribunda
Potentilla gracilis
Potentilla hippiana
Potentilla pensylvanica
Potentilla recta
Prunus americana
Prunus pumila var. besseyi
Prunus virginiana
Rosa arkansana
Rosa blanda
Rosa woodsii
Ulmus americana
Ulmus rubra
Parietaria pensylvanica
Comandra umbellata
Rhus aromatica
Rhus trilobata var. trilobata
Toxicodendron radicans ssp. radicans
Toxicodendron rydbergii
Acer negundo
Ribes americanum
Ribes aureum var. villosum
Ribes cereum
Ribes cereum var. cereum
Ribes inebrians
Selaginella densa
Calystegia sepium
Convolvulus arvensis
Convolvulus sepium
Cuscuta indecora
Evolvulus nuttallianus
Evolvulus pilosus
Ipomoea leptophylla
Hyoscyamus niger
Lycium barbarum
Physalis heterophylla
Physalis longifolia
Physalis pumila
Physalis virginiana
Solanum ptychanthum
Solanum rostratum
Solanum triflorum
Parthenocissus quinquefolia
Parthenocissus vitacea
Vitis riparia
Vitis vulpina
Tribulus terrestris
Latrodectus mactans
Apiomeris spissipes
Argiope trifasciata
Butterfly, Unidentified Fritillary
Butterfly, Unidentified Skipper
Butterfly, Western Sulphur
Cycaeides melissa
Icaricia lupini
Leptocoris trivittatus
Lycaeides melissa
Cicindela nevadica makosika
Dectes texanus
Typocerus sinuatus
Diabrotica atripennis
Disonycha latifrons laticollis
Disonycha uniguttata
Trichodes nuttalli
Hippodamia convergens
Hippodamia parenthesis
Epicauta atrata
Epicauta fabricii
Epicauta ferruginea
Zonitis bilineata
Carpophilus pallipennis
Meligethes dauricus
Leucophora siphonina
Eucalliphora lilaea
Phormia regina
Protophormia terraenovae
Orthellia caesarion
Sarcophaga guerula
Copestylum vittatum
Eupeiodes vollicris
Orellia occidentalis
Lygaeus kalmii
Coenus delius
Andrena arabis
Andrena astragali
Andrena commoda
Andrena cressonii
Andrena hitei
Andrena lupinorum
Andrena mirriami
Andrena prunorum
Andrena trapezoidea
Panurginus beardsleyi
Perdita lingualis
Pseudopanurgus nebrascensis
Pseudopanurgus porterae
Anthophora affabilis
Anthophora bomboides neomexicana
Apis mellifera
Bombus fervidus
Bombus griseocollis
Bombus huntii
Bombus morrisoni
Bombus pennsylvanicus
Bombus rufocinctus
Diadasia australis
Diadasia diminuta
Diadasia enavata
Melecta pacifica atlantica
Synhalona hamata
Synhalona pallidihirta
Colletes consors mesoscopus
Colletes phaceliae
Hylaeus illinoiensis
Hylaeus modestus
Agapostemon angelicus
Agapostemon melliventris
Agapostemon taxana
Agapostemon virescens
Augochlorella striata
Dialictus absimilis
Dialictus admirandus
Dialictus albipennis
Dialictus nevadensis
Dialictus nymphaearum
Dialictus occidentalis
Dialictus pruinosiformis
Dialictus pruinosus
Dialictus semibrunneus
Dialictus tegularis
Dialictus versatus
Dialictus zephyrus
Evylaeus foxii
Evylaeus pectoralis
Halictus confusus
Halictus ligatus
Halictus parallelus
Halictus rubicundis
Halictus tripartitus
Sphecodogastra aberrans
Anthidium maculifrons
Ashmeadiella bucconis bucconis
Dioxys rohweri
Hoplitis cylindrica
Hoplitis pilosifrons
Hoplitis producta producta
Megachile brevis
Megachile hilata
Megachile nevadensis
Osmia cockerelli
Osmia cordata
Osmia distincta
Osmia grideliae
Osmia nigrifrons
Osmia penstemonis
Osmia pumila
Osmia simillima
Osmia texana
Osmia universitatis
Proteriades incanescens
Stelis pavonina
Stelis subemarginata
Polistes fuscatus
Amblyscirtes oslari
Amblyscirtes vialis
Anatrytone logan
Anatrytone logan lagus
Ancyloxypha numitor
Atalopedes campestris
Atrytone arogos arogos
Atrytonopsis hianna
Epargyreus clarus
Erynnis persius fredericki
Euphyes vestris
Euphyes vestris kiowah
Hesperia colorado idaho
Hesperia leonardus pawnee
Hesperia pahaska
Hesperia uncas
Megathymus streckeri leussleri
Pholisora catullus
Poanes hobomok
Polites mystic dacotah
Polites origenes rhena
Polites rhesus
Polites themistocles
Pyrgus communis
Pyrgus scriptura
Thorybes pylades
Callophrys gryneus
Callophrys gryneus siva
Celastrina ladon sidara
Everes comyntas
Glaucopsyche lygdamus
Glaucopsyche lygdamus oro
Hemiargus isola
Lycaena dione
Lycaena helloides
Lycaena hyllus
Lycaena rubidus
Lycaena rubidus longi
Mitoura siva
Satyrium acadium
Satyrium liparops
Satyrium liparops aliparops
Satyrium titus
Strymon melinus
Strymon melinus franki
Heliothis phloxiphaga
Plusia falcifera
Schinia aurantiaca
Schinia honesta
Schinia jaguarina
Schinia lucens
Schinia meadi
Anaea andria
Asterocampa antonia
Asterocampa celtis
Asterocampa celtis celtis
Cercyonis pegala
Cercyonis pegala nephele
Chlosyne
Chlosyne acastus
Chlosyne gorgone
Chlosyne gorgone carlota
Chlosyne nycteis
Coenonympha tullia
Coenonympha tullia benjamini
Coxostege sticticalis
Danaus plexippus
Euptoieta claudia
Euptychia cymela
Limenitis archippus
Limenitis weidemeyerii
Limenitis weidemeyerii oberfoelli
Megisto cymela
Nymphalis antiopa
Nymphalis milberti
Oeneis uhleri varuna
Phyciodes cocyta
Phyciodes tharos
Phyciodes tharos arctica
Polygonia progne
Speyeria aphrodite manitoba
Speyeria atlantis
Speyeria coronis
Speyeria cybele
Speyeria edwardsii
Speyeria idalia
Vanessa annabella
Vanessa atalanta
Vanessa atalanta rubria
Vanessa cardui
Vanessa virginiensis
Papilio glaucus
Papilio glaucus glaucus
Papilio machaon bairdii
Papilio multicaudata
Papilio multicaudatus
Papilio polyxenes asterius
Papilio zelicaon
Papilio zelicaon nitra
Colias alexandra
Colias eurytheme
Colias philodice
Colias philodice eurytheme
Coxostege commixtalis
Euchloe olympia
Eurema nicippe
Nathalis iole
Pieris protodice
Pieris rapae
Pontia occidentalis
Pontia protodice
Zerene cesonia
Hyalophora cecropia
Hemaris diffinis
Pachysphinx modestus
Proserpinus clarkiae
Sphingidae
Ageneotettix deorum
Encoptolophus sordidus
Melanoplus sanguinipes
Opeia obscura
Phlibostroma quadrimaculatum
Phoetaliotes nebrascensis
Trachyrhachys kiowa
Capria
Lecanidion atratum
Buelliella minimula
Acarospora arenacea
Acarospora badiofusca
Acarospora californica
Acarospora coloradiana
Acarospora fuscescens
Acarospora glaucocarpa
Acarospora nevadensis
Acarospora schleicheri
Acarospora strigata
Acarospora veronensis
Polysporina simplex
Sarcogyne novomexicana
Sarcogyne regularis
Trapeliopsis granulosa
Arthonia lapidicola
Candelaria concolor
Candelariella aurella
Candelariella deflexa
Candelariella efflorescens
Candelariella subdeflexa
Candelariella terrigena
Candelariella vitellina
Melaspilea
Cladonia chlorophaea
Cladonia cryptochlorophaea
Cladonia fimbriata
Cladonia macilenta
Cladonia macilenta var. bacillaris
Cladonia merochlorophaea
Cladonia pocillum
Cladonia polycarpoides
Cladonia robbinsii
Cladonia subcariosa
Cladonia subulata
Cladonia sulphurina
Dactylospora inquilina
Aspicilia calcarea
Aspicilia contorta
Aspicilia desertorum
Aspicilia hispida
Aspicilia laevata
Lobothallia alphoplaca
Lecanora albellula
Lecanora chlarotera
Lecanora circumborealis
Lecanora crenulata
Lecanora dispersa
Lecanora hagenii
Lecanora impudens
Lecanora meridionalis
Lecanora muralis
Lecanora piniperda
Lecanora salicicola
Lecanora symmicta
Lecidella anomaloides
Lecidella euphorea
Lecidella patavina
Strangospora microhaema
Strangospora moriformis
Strangospora ochrophora
Flavopunctelia flaventior
Flavopunctelia soredica
Melanelia elegantula
Melanelia infumata
Melanelia subargentifera
Melanelia subolivacea
Parmelia sulcata
Usnea hirta
Xanthoparmelia cumberlandia
Xanthoparmelia dierythra
Xanthoparmelia plittii
Xanthoparmelia subdecipiens
Micarea peliocarpa
Psora decipiens
Bacidia bagliettoana
Bacidia beckhausii
Bacidia herbarum
Bacidia schweinitzii
Lecania dubitans
Lecania erysibe
Lecania fuscella
Squamarina lentigera
Heppia lutosa
Lempholemma cladodes
Lichinella minnesotensis
Peccania arizonica
Peccania texana
Psorotichia schaereri
Pyrenopsis phaeococca
Peltula patellata
Diploschistes scruposus
Collema coccophorum
Collema furfuraceum
Collema subflaccidum
Collema tenax
Peltigera canina
Peltigera didactyla
Peltigera rufescens
Polychidium muscicola
Megaspora verrucosa
Ochrolechia androgyna
Pertusaria saximontana
Catillaria chalybeia
Catillaria nigroclavata
Toninia sedifolia
Amandinea punctata
Amandinea turgescens
Buellia elegans
Buellia schaereri
Buellia turgescens
Cyphelium notarisii
Diplotomma epipolium
Hyperphyscia adglutinata
Phaeophyscia cernohorskyi
Phaeophyscia ciliata
Phaeophyscia nigricans
Phaeophyscia orbicularis
Phaeophyscia pusilloides
Physcia adscendens
Physcia aipolia
Physcia americana
Physcia biziana
Physcia dimidiata
Physciella chloantha
Physciella melanchra
Physconia enteroxantha
Physconia perisidiosa
Rinodina castaneomela
Rinodina colobina
Rinodina mucronatula
Rinodina pyrina
Rinodina riparia
Rinodina zwackhiana
Caloplaca approximata
Caloplaca atroabla
Caloplaca cerina
Caloplaca dakotensis
Caloplaca decipiens
Caloplaca ferruginea
Caloplaca flavorubescens
Caloplaca fraudans
Caloplaca holocarpa
Caloplaca invadens
Caloplaca lactea
Caloplaca microphyllina
Caloplaca saxicola
Caloplaca trachyphylla
Caloplaca ulmorum
Fulgensia bracteata
Fulgensia fulgens
Xanthoria candelaria
Xanthoria elegans
Xanthoria fallax
Xanthoria polycarpa
Xanthoria ramulosa
Ropalospora chlorantha
Catapyrenium compactum
Catapyrenium daedaleum
Catapyrenium schaereri
Endocarpon pusillum
Placidium lachneum
Staurothele areolata
Staurothele drummondii
Staurothele elenkinii
Staurothele monicae
Thelidium olivaceum
Verrucaria calkinsiana
Verrucaria fuscella
Verrucaria inficiens
Verrucaria muralis
Verrucaria nigrescens
Antilocapra americana
Ammotragus lervia
Bison bison
Ovis canadensis
Cervus canadensis
Odocoileus hemionus
Odocoileus virginianus
Sus scrofa
Pecari tajacu
Canis latrans
Canis lupus
Urocyon cinereoargenteus
Vulpes macrotis
Herpailurus yaguarondi
Leopardus pardalis
Lynx rufus
Puma concolor
Conepatus leuconotus
Mephitis macroura
Mephitis mephitis
Spilogale gracilis
Mustela frenata
Taxidea taxus
Bassariscus astutus
Nasua narica
Procyon lotor
Ursus americanus
Eumops perotis
Nyctinomops femorosaccus
Nyctinomops macrotis
Tadarida brasiliensis
Mormoops megalophylla
Leptonycteris nivalis
Antrozous pallidus
Corynorhinus townsendii
Eptesicus fuscus
Euderma maculatum
Lasionycteris noctivagans
Lasiurus borealis
Lasiurus cinereus
Lasiurus xanthinus
Myotis californicus
Myotis ciliolabrum
Myotis thysanodes
Myotis velifer
Myotis volans
Myotis yumanensis
Pipistrellus hesperus
Pipistrellus subflavus
Didelphis marsupialis
Didelphis virginiana
Lepus californicus
Sylvilagus audubonii
Sylvilagus floridanus
Sylvilagus robustus
Castor canadensis
Neotoma albigula
Neotoma mexicana
Neotoma micropus
Ondatra zibethicus
Onychomys arenicola
Peromyscus
Peromyscus boylii
Peromyscus eremicus
Peromyscus leucopus
Peromyscus maniculatus
Peromyscus nasutus
Peromyscus pectoralis
Reithrodontomys fulvescens
Reithrodontomys megalotis
Reithrodontomys montanus
Sigmodon hispidus
Sigmodon ochrognathus
Erethizon dorsatum
Cratogeomys castanops
Thomomys bottae
Chaetodipus eremicus
Chaetodipus nelsoni
Dipodomys merriami
Dipodomys ordii
Perognathus flavus
Perognathus merriami
Mus musculus
Myocastor coypus
Ammospermophilus interpres
Spermophilus mexicanus
Spermophilus spilosoma
Spermophilus variegatus
Notiosorex crawfordi
Accipiter cooperii
Accipiter gentilis
Accipiter striatus
Aquila chrysaetos
Buteo albicaudatus
Buteo albonotatus
Buteo brachyurus
Buteo jamaicensis
Buteo lagopus
Buteo lineatus
Buteo nitidus
Buteo platypterus
Buteo regalis
Buteo swainsoni
Buteogallus anthracinus
Circus cyaneus
Elanoides forficatus
Elanus leucurus
Haliaeetus leucocephalus
Ictinia mississippiensis
Parabuteo unicinctus
Cathartes aura
Coragyps atratus
Pandion haliaetus
Aix sponsa
Anas acuta
Anas americana
Anas clypeata
Anas crecca
Anas cyanoptera
Anas discors
Anas platyrhynchos
Anas strepera
Anser albifrons
Aythya affinis
Aythya americana
Aythya collaris
Aythya valisineria
Branta canadensis
Bucephala albeola
Bucephala clangula
Chen caerulescens
Chen rossii
Cygnus columbianus
Dendrocygna autumnalis
Lophodytes cucullatus
Mergus merganser
Mergus serrator
Oxyura jamaicensis
Aeronautes saxatalis
Chaetura pelagica
Amazilia beryllina
Amazilia violiceps
Archilochus alexandri
Archilochus colubris
Calothorax lucifer
Calypte anna
Calypte costae
Cynanthus latirostris
Eugenes fulgens
Hylocharis leucotis
Lampornis clemenciae
Selasphorus platycercus
Selasphorus rufus
Stellula calliope
Caprimulgus vociferus
Chordeiles
Chordeiles acutipennis
Chordeiles minor
Phalaenoptilus nuttallii
Charadrius vociferus
Chlidonias niger
Larus atricilla
Larus delawarensis
Larus philadelphia
Larus pipixcan
Rissa tridactyla
Sterna antillarum
Sterna forsteri
Sternula antillarum
Himantopus mexicanus
Recurvirostra americana
Actitis macularius
Bartramia longicauda
Calidris alpina
Calidris bairdii
Calidris mauri
Calidris melanotos
Calidris minutilla
Gallinago delicata
Limnodromus scolopaceus
Numenius americanus
Numenius phaeopus
Phalaropus tricolor
Scolopax minor
Tringa flavipes
Tringa melanoleuca
Tringa semipalmata
Tringa solitaria
Columba livia
Columbina inca
Columbina passerina
Columbina talpacoti
Leptotila verreauxi
Patagioenas fasciata
Streptopelia decaocto
Zenaida asiatica
Zenaida macroura
Chloroceryle americana
Megaceryle alcyon
Coccyzus americanus
Coccyzus erythropthalmus
Crotophaga sulcirostris
Geococcyx californianus
Caracara cheriway
Falco columbarius
Falco femoralis
Falco mexicanus
Falco peregrinus
Falco sparverius
Callipepla gambelii
Callipepla squamata
Cyrtonyx montezumae
Meleagris gallopavo
Gavia immer
Grus canadensis
Coturnicops noveboracensis
Fulica americana
Gallinula chloropus
Porphyrio martinica
Porzana carolina
Rallus elegans
Rallus limicola
Psaltriparus minimus
Eremophila alpestris
Bombycilla cedrorum
Calcarius ornatus
Calcarius pictus
Plectrophenax nivalis
Cardinalis cardinalis
Cardinalis sinuatus
Passerina amoena
Passerina caerulea
Passerina ciris
Passerina cyanea
Passerina versicolor
Pheucticus ludovicianus
Pheucticus melanocephalus
Piranga bidentata
Piranga flava
Piranga ludoviciana
Piranga olivacea
Piranga rubra
Spiza americana
Certhia americana
Cinclus mexicanus
Aphelocoma californica
Aphelocoma ultramarina
Corvus corax
Corvus cryptoleucus
Cyanocitta cristata
Cyanocitta stelleri
Gymnorhinus cyanocephalus
Nucifraga columbiana
Pachyramphus aglaiae
Aimophila carpalis
Aimophila cassinii
Aimophila ruficeps
Ammodramus bairdii
Ammodramus leconteii
Ammodramus savannarum
Amphispiza belli
Amphispiza bilineata
Calamospiza melanocorys
Chondestes grammacus
Junco hyemalis
Junco phaeonotus
Melospiza georgiana
Melospiza lincolnii
Melospiza melodia
Melozone fusca
Passerculus sandwichensis
Passerella iliaca
Pipilo chlorurus
Pipilo maculatus
Pooecetes gramineus
Spizella atrogularis
Spizella breweri
Spizella pallida
Spizella passerina
Spizella pusilla
Zonotrichia albicollis
Zonotrichia atricapilla
Zonotrichia leucophrys
Zonotrichia querula
Carpodacus cassinii
Carpodacus mexicanus
Carpodacus purpureus
Coccothraustes vespertinus
Loxia curvirostra
Spinus pinus
Spinus psaltria
Spinus tristis
Hirundo rustica
Petrochelidon fulva
Petrochelidon pyrrhonota
Progne subis
Riparia riparia
Stelgidopteryx serripennis
Tachycineta bicolor
Tachycineta thalassina
Agelaius phoeniceus
Euphagus carolinus
Euphagus cyanocephalus
Icterus bullockii
Icterus cucullatus
Icterus galbula
Icterus parisorum
Icterus spurius
Icterus wagleri
Molothrus aeneus
Molothrus ater
Quiscalus mexicanus
Quiscalus quiscula
Sturnella
Sturnella magna
Sturnella neglecta
Xanthocephalus xanthocephalus
Lanius ludovicianus
Dumetella carolinensis
Mimus polyglottos
Oreoscoptes montanus
Toxostoma crissale
Toxostoma curvirostre
Toxostoma longirostre
Toxostoma rufum
Anthus rubescens
Anthus spragueii
Baeolophus atricristatus
Poecile gambeli
Basileuterus rufifrons
Cardellina rubrifrons
Dendroica caerulescens
Dendroica castanea
Dendroica cerulea
Dendroica chrysoparia
Dendroica coronata
Dendroica discolor
Dendroica dominica
Dendroica fusca
Dendroica graciae
Dendroica magnolia
Dendroica nigrescens
Dendroica occidentalis
Dendroica palmarum
Dendroica pensylvanica
Dendroica petechia
Dendroica pinus
Dendroica striata
Dendroica tigrina
Dendroica townsendi
Dendroica virens
Euthlypis lachrymosa
Geothlypis trichas
Helmitheros vermivorum
Icteria virens
Limnothlypis swainsonii
Mniotilta varia
Myioborus miniatus
Myioborus pictus
Oporornis formosus
Oporornis philadelphia
Oporornis tolmiei
Oreothlypis luciae
Oreothlypis virginiae
Parula americana
Parula pitiayumi
Parula superciliosa
Protonotaria citrea
Seiurus aurocapilla
Seiurus motacilla
Seiurus noveboracensis
Setophaga ruticilla
Vermivora celata
Vermivora chrysoptera
Vermivora crissalis
Vermivora peregrina
Vermivora pinus
Vermivora ruficapilla
Wilsonia canadensis
Wilsonia citrina
Wilsonia pusilla
Passer domesticus
Peucedramus taeniatus
Polioptila caerulea
Polioptila melanura
Phainopepla nitens
Regulus calendula
Regulus satrapa
Auriparus flaviceps
Sitta canadensis
Sitta carolinensis
Sitta pygmaea
Sturnus vulgaris
Campylorhynchus brunneicapillus
Catherpes mexicanus
Cistothorus palustris
Cistothorus platensis
Salpinctes obsoletus
Thryomanes bewickii
Thryothorus ludovicianus
Troglodytes aedon
Troglodytes troglodytes
Catharus fuscescens
Catharus guttatus
Catharus minimus
Catharus ustulatus
Hylocichla mustelina
Ixoreus naevius
Myadestes townsendi
Ridgwayia pinicola
Sialia currucoides
Sialia mexicana
Sialia sialis
Turdus grayi
Turdus migratorius
Turdus rufopalliatus
Contopus cooperi
Contopus pertinax
Contopus sordidulus
Contopus virens
Empidonax flaviventris
Empidonax hammondii
Empidonax minimus
Empidonax oberholseri
Empidonax occidentalis
Empidonax traillii
Empidonax wrightii
Legatus leucophaius
Mitrephanes phaeocercus
Myiarchus cinerascens
Myiarchus crinitus
Myiarchus tuberculifer
Myiarchus tyrannulus
Myiodynastes luteiventris
Pitangus sulphuratus
Pyrocephalus rubinus
Sayornis nigricans
Sayornis phoebe
Sayornis saya
Tyrannus couchii
Tyrannus crassirostris
Tyrannus forficatus
Tyrannus melancholicus
Tyrannus tyrannus
Tyrannus verticalis
Tyrannus vociferans
Vireo atricapilla
Vireo bellii
Vireo cassinii
Vireo flavifrons
Vireo flavoviridis
Vireo gilvus
Vireo griseus
Vireo huttoni
Vireo olivaceus
Vireo philadelphicus
Vireo plumbeus
Vireo solitarius
Vireo vicinior
Ardea alba
Ardea herodias
Botaurus lentiginosus
Bubulcus ibis
Butorides virescens
Egretta caerulea
Egretta rufescens
Egretta thula
Egretta tricolor
Ixobrychus exilis
Nyctanassa violacea
Nycticorax nycticorax
Pelecanus erythrorhynchos
Pelecanus occidentalis
Eudocimus albus
Platalea ajaja
Plegadis chihi
Colaptes auratus
Melanerpes aurifrons
Melanerpes erythrocephalus
Melanerpes formicivorus
Melanerpes lewis
Picoides scalaris
Sphyrapicus nuchalis
Sphyrapicus thyroideus
Sphyrapicus varius
Podiceps nigricollis
Podilymbus podiceps
Tachybaptus dominicus
Aegolius acadicus
Asio flammeus
Asio otus
Athene cunicularia
Bubo virginianus
Glaucidium brasilianum
Glaucidium gnoma
Megascops asio
Megascops kennicottii
Micrathene whitneyi
Otus flammeolus
Tyto alba
Anhinga anhinga
Phalacrocorax auritus
Phalacrocorax brasilianus
Trogon elegans
Gerrhonotus infernalis
Arizona elegans
Bogertophis subocularis
Diadophis punctatus
Elaphe bairdi
Elaphe emoryi
Gyalopion canum
Heterodon nasicus
Hypsiglena torquata
Lampropeltis alterna
Lampropeltis getula
Lampropeltis triangulum
Masticophis flagellum
Masticophis taeniatus
Nerodia erythrogaster
Pituophis catenifer
Rhinocheilus lecontei
Salvadora grahamiae
Salvadora hexalepis
Sonora semiannulata
Tantilla cucullata
Tantilla hobartsmithi
Tantilla nigriceps
Thamnophis cyrtopsis
Thamnophis marcianus
Trimorphodon biscutatus
Coleonyx brevis
Coleonyx reticulatus
Hemidactylus turcicus
Anolis carolinensis
Cophosaurus texanus
Crotaphytus collaris
Gambelia wislizenii
Phrynosoma cornutum
Phrynosoma modestum
Sceloporus cowlesi
Sceloporus magister
Sceloporus merriami
Sceloporus poinsettii
Urosaurus ornatus
Uta stansburiana
Leptotyphlops dissectus
Leptotyphlops humilis
Eumeces obsoletus
Eumeces tetragrammus
Aspidoscelis inornata
Aspidoscelis marmorata
Aspidoscelis septemvittata
Aspidoscelis tesselata
Agkistrodon contortrix
Crotalus atrox
Crotalus lepidus
Crotalus molossus
Crotalus scutulatus
Crotalus viridis
Pseudemys gorzugi
Terrapene ornata
Trachemys gaigeae
Trachemys scripta
Kinosternon flavescens
Gopherus berlandieri
Apalone spinifera
Bufo debilis
Bufo punctatus
Bufo speciosus
Bufo woodhousii
Eleutherodactylus guttilatus
Hyla arenicolor
Hyla cinerea
Gastrophryne olivacea
Rana berlandieri
Rana catesbeiana
Scaphiopus couchii
Spea multiplicata
Ambystoma tigrinum
Acipenser oxyrinchus
Scaphirhynchus platorynchus
Anguilla rostrata
Menidia beryllina
Astyanax mexicanus
Dorosoma cepedianum
Dorosoma petenense
Carpiodes
Carpiodes carpio
Cycleptus elongatus
Ictiobus bubalus
Ictiobus niger
Moxostoma austrinum
Campostoma ornatum
Cyprinella lutrensis
Cyprinella lutrensis blairi
Cyprinella venusta
Cyprinus carpio
Dionda episcopa
Hybognathus amarus
Macrhybopsis aestivalis
Notropis braytoni
Notropis chihuahua
Notropis jemezanus
Notropis orca
Notropis simus
Notropis stramineus
Pimephales promelas
Pimephales vigilax
Rhinichthys cataractae
Cyprinodon eximius
Fundulus grandis
Fundulus zebrinus
Gambusia affinis
Gambusia gaigei
Lepomis cyanellus
Lepomis gulosus
Lepomis macrochirus
Lepomis megalotis
Lepomis microlophus
Micropterus salmoides
Oreochromis aureus
Morone chrysops
Aplodinotus grunniens
Atractosteus spatula
Lepisosteus oculatus
Lepisosteus osseus
Ameiurus natalis
Ictalurus furcatus
Ictalurus lupus
Ictalurus punctatus
Pylodictis
Pylodictis olivaris
Chamaesyce spurca
Chamaesyce theriaca var. spurca
Chamaesyce triligulata
Coryphantha echinus var. echinus
Coryphantha echinus var. robusta
Coryphantha sneedii var. albicolumnaria
Echinocereus chisoensis var. chisoensis
Echinomastus intertextus var. intertextus
Elyonurus barbiculmis
Opuntia mackensenii var. minor
Opuntia schottii var. schottii
Sagittaria graminea
Sagittaria longiloba
Najas guadalupensis
Vallisneria americana
Potamogeton clystocarpus
Potamogeton diversifolius
Stuckenia pectinata
Aletes acaulis
Chaerophyllum tainturieri
Ciclospermum leptophyllum
Cymopterus hallii
Torilis arvensis
Hydrocotyle umbellata
Hydrocotyle verticillata
Phoenix dactylifera
Allium cernuum
Allium drummondii
Allium glandulosum
Allium kunthii
Allium perdulce var. sperryi
Cooperia drummondii
Nothoscordum bivalve
Nothoscordum texanum
Zephyranthes longifolia
Agave glomeruliflora
Agave havardiana
Agave lechuguilla
Asparagus officinalis
Dasylirion heteracanthum
Dasylirion leiophyllum
Nolina erumpens
Nolina texana
Yucca elata
