Alces alces
Fabronia degeneri
Buckiella draytonii
Ctenidium elegantulum
Ectropothecium arcuatum
Ectropothecium decurrens
Ectropothecium sandwichense
Hypnum plumaeforme
Phyllodon lingulatus
Vesicularia perviridis
Aerobryopsis subdivergens ssp. scariosa
Barbellopsis trichophora
Baldwiniella kealeensis
Homaliodendron flabellatum
Isopterygium albescens
Isopterygium vineale
Acroporium fusco-flavum
Radulina hamata
Sematophyllum hawaiiense
Sematophyllum subpinnatum
Taxithelium mundulum
Pelekium versicolor
Thuidium cymbifolium
Racopilum cuspidigerum
Cephaloziella
Jamesoniella robusta
Acromastigum integrifolium
Bazzania
Lepidozia
Plagiochila
Trichocolea
Dumortiera hirsuta
Riccardia
Metzgeria
Amphidium tortuosum
Macrocoma intricata
Macrocoma tenue ssp. sullivantii
Macromitrium brevisetum
Macromitrium emersulum
Macromitrium microstomum
Macromitrium piliferum
Orthotrichum diaphanum
Orthotrichum hawaiicum
Orthotrichum rupestre
Zygodon tetragonostomus
Pallavicinia
Symphyogyna
Pogonatum tahitense
Polytrichum commune
Polytrichum piliferum
Frullania
Anoectangium aestivum
Anoectangium haleakalae
Didymodon insulanus
Didymodon vinealis
Hyophila involuta
Leptodontium flexifolium
Pseudosymblepharis angustata
Scopelophila infericola
Tortella humilis
Trichostomum brachydontium
Trichostomum crispulum
Weisia ovalis
Weissia controversa
Pyrrhobryum pungens
Pyrrhobryum spiniforme
Sphagnum
Talitroides topitotum
Alpheopsis biunguiculatus
Alpheopsis equalis
Alpheus brevipes
Alpheus clypeatus
Alpheus oahuensis
Alpheus pacificus
Alpheus percyi
Alpheus sublucanus
Metabetaeus lohena
Metalpheus paragracilis
Metalpheus rostratipes
Neoalpheopsis euryone
Neoalpheopsis hiatti
Synalpheus biunguiculatus
Synalpheus paraneomeris
Synalpheus redactocarpus
Halocaridina rubra
Calcinus laevimanus
Calcinus latens
Clibanarius zebra
Grapsus tenuicrustatus
Metopograpsus thukuhar
Saron marmoratus
Ocypode ceratophthalma
Macrobrachium grandimanus
Macrobrachium lar
Palaemon debilis
Panulirus penicillatus
Percnon planissimum
Paribacus antarcticus
Stenopus hispidus
Trapezia maculata
Cyclograpsus granulatus
Alloniscus oahuensis
Cubaris murina
Myrmecodillo pacificus
Venezillo parvus
Ligia kauaiensis
Australophiloscia societatis
Burmoniscus meeusei
Burmoniscus okinawaensis
Papuaphiloscia laevis
Philoscia
Porcellio dilatatus
Porcellio laevis
Porcellio scaber
Porcellionides pruinosus
Clavigeroniscus riquieri
Styloniscus mauritiensis
Styloniscus spinosus
Nagurus cristatus
Nagurus nanus
Balanus amphitrite
Tetraclita wireni pacifica
Leptochelia dubia
Maculotriton serriale
Neothais harpa
Aplysia
Cellana exarata
Trochus histrio
Leptothyra rubricincta
Turbo sandwicensis
Atys semistriata
Heliacus variegatus
Pisania gracilis
Conus abbreviatus
Conus ebraeus
Conus lividus
Conus rattus
Mitra litterata
Drupa ricina
Purpura aperta
Thais intermedia
Cerithium atromarginatum
Cerithium interstriatum
Cerithium nesioticum
Cerithium placidum
Cypraea caputserpentis
Cypraea isabella
Cypraea mauritiana
Balcis
Littoraria pintado
Rissoina miltozona
Dendropoma platypus
Serpulorbis variabilis
Vermetus alii
Nerita picea
Theodoxus cariosus
Umbraculum sinicum
Auriculella westerlundiana
Partulina physa errans
Amastra flavescens saxicola
Amastra ultima
Leptachatina arborea
Leptachatina konaensis olaaensis
Cookeconcha nuda
Cookeconcha thaanumi
Euconulus gaetanoi
Euconulus lubricellus
Euconulus thaanumi
Hiona rufobrunnea
Philonesia gouveiana
Philonesia sericans
Columella sharpi
Gastrocopta servilis
Lyropupa anceyana
Lyropupa clathratulla
Nesopupa anceyana
Nesopupa bacca
Nesopupa thaanumi
Nesopupa wesleyana
Pronesopupa acanthinula
Pronesopupa lymaniana
Euglandina rosea
Opeas javanicum
Succinea casta
Succinea cepulla
Succinea punctata
Succinea thaanumi
Succinea venusta
Vitrina tenella
Hawaiia minuscula
Nesovitrea hawaiiensis
Oxychilus alliarius
Zonitoides arboreus
Onchidium verruculatum
Gasteracantha cancriformis
Thelacantha brevispina
Erigone stygius
Orsonwelles graphicus
Lycosa hawaiiensis
Lycosa howarthi
Cheiracanthium diversum
Eidmanella pallida
Nesticella mogera
Ischnothyreus
Oonopinus
Oonops
Pagiopalus atomarius
Pagiopalus nigriventris
Pedinopsitha aculeata
Pedinopsitha stigmatica
Smeringopus elongatus
Scytodes longipes
Heteropoda venatoria
Tetragnatha acuta
Tetragnatha anuenue
Tetragnatha brevignatha
Tetragnatha obscura
Tetragnatha perkinsi
Tetragnatha quasimodo
Tetragnatha restricta
Achaearanea tepidariorum
Latrodectus hesperus
Steatoda grossa
Theridion grallator
Mecaphesa anguliventris
Mecaphesa facundus
Mecaphesa junctus
Mecaphesa kanakanus
Mecaphesa nigrofrenatus
Mecaphesa oreades
Synaema naevigerum
Asca pineta
Asca spicata
Iphidozercon californicus
Protogamasellus sp.nr. massula
Echinonyssus butantanensis
Hypoaspis nidicorva
Hypoaspis queenslandicus
Hypoaspis sardoa
Laelaps echidnina
Laelaps nuttalli
Macrocheles peniculatus
Ornithonyssus bacoti
Ornithonyssus sylviarum
Gamasholaspis gamasoides
Holaspulus tenuipes
Parholaspulus maunaloaensis
Amblydromella neobakeri
Chelaseius floridanus
Chelaseius schusterellus
Clavidromus transvaalensis
Neoseiulus aurescens
Neoseiulus oahuensis
Phytoseius hawaiiensis
Proprioseiopsis coniferus
Proprioseiopsis mauiensis
Proprioseiopsis mexicanus
Podocinum sagax
Veigaia planicola
Veigaia uncata
Chthonius tetrachelatus
Vulcanochthonius aa
Vulcanochthonius howarthi
Afrocypholaelaps africana
Listrophoroides cucullatus
Humerobates rostrolamellatus perkinsi
Afrolistrophorus musculus
Myocoptes musculinus
Lucoppia lapidaria
Rhagidia shibai
Rhagidia whartoni
Spinibdella bioculata
Spinibdella cronini
Cheletogenes ornatus
Neocheyletiella media
Ornithocheyletia leiothrix
Neocunaxoides andrei
Paraspeleognathus bakeri
Speleorodeus derricki
Aceria swezeyi
Cocceupodes mollicellus
Cocceupodes trisetatus
Eupodes hawaiiensis
Eupodes sigmoidensis
Eupodes voxencollinus
Hawaiieupodes thermophilus
Myobia musculi
Radfordia affinis
Radfordia ensifera
Penthalodes ovalis
Coccorhagidia clavifrons
Foveacheles goffi
Foveacheles tenorioae
Shibaia longisensilla
Pilorhagidia hirsuta
Anacamptodes fragilaria
Chrysomya megacephala
Chrysomya rufifacies
Dorcadothrips cyperaceae
Lispocephala atratipes
Lispocephala biseta
Lispocephala brachydexioides
Lispocephala brunneipennis
Lispocephala comata
Lispocephala dexioides
Lispocephala fasciculata
Lispocephala flavobasalis
Lispocephala ingens
Lispocephala longipes
Lispocephala mauiensis
Lispocephala pallidibasis-like #A
Lispocephala rufibasis
Lispocephala seminigra
Lispocephala subtilis
Lispocephala subvittata
Lispocephala triangulifera
Lispocephala uniseta
Lispocephala univittata
Pseudaletia amblycasis
Pseudaletia macrosaris
Crocidosema blackburni
Cryptophlebia illepida
Cydia montana
Cydia plicata
Cydia walsinghamii
Neomachilis heteropus
Diploptera punctata
Balta similis
Symploce pallens
Periplaneta americana
Platyzosteria soror
Neotermes connexus
Holcobius granulatus
Holcobius hawaiiensis
Lasioderma serricorne
Mirosternus discolor
Mirosternus duplex
Mirosternus plebeius
Mirosternus pyrophilus
Xyletobius affinis
Xyletobius aurifer
Xyletobius collingei
Xyletobius dollfusi
Xyletobius flosculus
Xyletobius insignis
Xyletobius kirkaldyi
Xyletobius oculatus
Xyletobius pele
Xyletobius proteus
Xyletobius scotti
Xyletobius stebbingi
Xyletobius submimus
Araecerus levipennis
Araecerus varians
Araeocorynus cumingi
Proterhinus affinis
Proterhinus deceptor major
Proterhinus desquamatus
Proterhinus eurhynchus
Proterhinus ferrugineus
Proterhinus peles
Proterhinus rufescens
Proterhinus similis
Proterhinus tarsalis
Proterhinus vulcanus
Lyctus
Sinoxylon conigerum
Bembidion auratum
Bembidion ignicola
Blackburnia hawaiiensis
Blackburnia incendiaria
Blackburnia kilauea
Blackburnia kukui
Blackburnia lucipetens
Laemostenus complanatus
Mecyclothorax bembidicus
Mecyclothorax bembidioides
Mecyclothorax deverilli
Mecyclothorax discedens
Mecyclothorax karschi
Mecyclothorax konanus
Mecyclothorax paradoxus
Mecyclothorax parvus
Mecyclothorax pele
Mecyclothorax perpolitus
Mecyclothorax subunctus
Mecyclothorax variipes
Mecyclothorax vulcanus
Tachys sp. nr. arcanicola
Thriscothorax variipes
Ceresium unicolor
Megopis reflexa
Oopsis nutator
Parandra puncticeps
Plagithmysus atricolor
Plagithmysus bilineatus
Plagithmysus bishopi
Plagithmysus bishopi gracilis
Plagithmysus blackburni
Plagithmysus claviger
Plagithmysus darwinianus
Plagithmysus decorus
Plagithmysus dodonaeae
Plagithmysus filipes
Plagithmysus giffardi
Plagithmysus kawauae
Plagithmysus koaiae
Plagithmysus lamarckianus
Plagithmysus microgaster
Plagithmysus nodifer
Plagithmysus perkinsi
Plagithmysus platydesmae
Plagithmysus sulphurescens
Plagithmysus varians
Plagithmysus vitticollis
Plagithmysus vitticollis longulus
Sybra alternans
Chrysolina hyperici
Diachus auratus
Epitrix hirtipennis
Lema trilinea
Octotoma scabripennis
Stator limbatus
Uroplata girardi
Cis bicolor
Cis cognatissimus
Cis evanescens
Cis haleakalae
Cis nesiotes
Cis porcatus
Cis setarius
Cis signatus
Cis unicus
Clambus octobris
Coccinella septempunctata
Coelophora inaequalis
Cryptolaemus montrouzieri
Diomus notescens
Diomus pumilio
Halmus chalybeus
Harmonia conformis
Hippodamia convergens
Rhyzobius forestieri
Rhyzobius lophanthae
Rodolia cardinalis
Scymnus loewii
Serangium maculigerum
Stethorus siphonulus
Henoticus serratus
Acalles callichroma
Acalles lateralis
Acalles melanolepis
Acalles tuberculatus
Deinocossonus nesiotes
Dryophthorus declivis
Dryophthorus distinguendus
Dryophthorus insignis
Dryophthorus modestus
Dryophthorus nesiotes
Dryophthorus oahuensis
Dryophthorus peles
Dryophthorus squalidus
Dynatopechus
Nesotocus munroi
Oodemas infernum
Oodemas konanum
Oodemas multiforme
Otiorhynchus sulcatus
Pantomorus cervinus
Rhabdoscelus obscurus
Sitophilus oryzae
Sphenophorus
Stenotrupis prolixa
Syagrius fulvitarsis
Xyleborinus saxeseni
Xyleborus affinis
Xyleborus dubiosus
Xyleborus hawaiiensis
Xyleborus hiiaka
Xyleborus ignobilis
Xyleborus kauaiensis
Xyleborus nubilus
Xyleborus pele
Xyleborus perforans
Xyleborus simillimus
Xyleborus tantalus
Xyleborus vulcanus
Xylosandrus compactus
Xylosandrus crassiusculus
Labrocerus concolor
Labrocerus flavicornis
Labrocerus gravidus
Labrocerus obscurus
Labrocerus simplex
Labrocerus vestitus
Rhantus pacificus
Conoderus exsul
Eopenthes cognatus
Eopenthes konae
Itodacnus blackburnianus
Dromaeolus agriotoides
Dromaeolus konensis
Dromaeolus perkinsi
Dromaeolus puncticollis
Epiphanis tristis
Aeletes eutretus
Saprinus
Cercyon quisquilius
Sphaeridium
Parandrita liturata
Aridius nodifer
Corticaria
Apetasimus atratus
Apetasimus sordidus
Carpophilus hemipterus
Carpophilus humeralis
Cillaeopeplus dubius
Conotelus mexicanus
Eupetinus obsoletus
Eupetinus spretus
Eupetinus striatus
Gonioryctus eremitus
Gonioryctus oppositus
Gonioryctus perkinsi
Notopeplus reitteri
Prosopeus bidens
Prosopeus blackburni
Prosopeus inauratus
Prosopeus lambianus
Prosopeus nigricans
Prosopeus quadraticollis
Prosopeus scottianus
Prosopeus subaeneus
Prosopeus varius
Stelidota geminata
Adoretus sinicus
Copris incertus prociduus
Onthophagus incensus
Protaetia fusca
Cryptamorpha desjardinsi
Carpelimus
Creophilus maxillosus
Diestota incognita
Diestota palpalis
Liophaena gracilipes
Myllaena apetina
Nesomedon
Oligota aethiops
Oligota glabra
Oligota mutanda
Oligota scripta
Oligota tenuicornis
Gonocephalum adpressiforme
Labetis hawaiiensis
Anisolabis hawaiiensis
Anisolabis howarthi
Euborellia annulipes
Chelisoches morio
Amauromyza maculosa
Liriomyza cocculi
Liriomyza pusilla
Phytoliriomyza montana
Delia platura
Asteia apicalis
Asteia hawaiiensis
Asteia sabroskyi
Anthrax koshunensis
Calliphora vomitoria
Dyscritomyia caudata
Dyscritomyia claripennis
Dyscritomyia fasciata
Dyscritomyia grimshawi
Dyscritomyia lucilioides
Dyscritomyia obscura
Dyscritomyia similis
Dyscritomyia sternacantha
Dyscritomyia viridis
Eucalliphora latifrons
Lucilia cuprina
Lucilia sericata
Phormia regina
Pollenia rudis
Rhinia apicalis
Lestodiplosis fimicola
Lestremia clivicola
Atrichopogon jacobsoni
Dasyhelea calvescens
Dasyhelea platychaeta
Forcipomyia borbonica
Forcipomyia hardyi
Forcipomyia palikuensis
Forcipomyia pholeter
Leucopis albipuncta
Chironomus crassiforceps
Chironomus hawaiiensis
Chironomus pauciplumatus
Clunio brevis
Cricotopus bicinctus
Orthocladius wirthi
Pseudosmittia paraconjuncta
Cadrema pallida
Cryptochetum iceryae
Aedes albopictus
Culex quinquefasciatus
Campsicnemus amblytylus
Campsicnemus dicondylus
Campsicnemus distortipes
Campsicnemus drymoscartes
Campsicnemus fimbriatus
Campsicnemus finitimus
Campsicnemus flavipes
Campsicnemus flaviventer
Campsicnemus fusticulus
Campsicnemus goniochaeta
Campsicnemus hispidipes
Campsicnemus hoplitipodus
Campsicnemus hygrophilus
Campsicnemus impariseta
Campsicnemus inaequalis
Campsicnemus longiquus
Campsicnemus loxothrix
Campsicnemus macula
Campsicnemus modicus
Campsicnemus paniculatus
Campsicnemus parvulus
Campsicnemus penicillatus
Campsicnemus pycnochaeta
Campsicnemus scolimerus
Campsicnemus setiger
Campsicnemus silvaticus
Campsicnemus sinuatus
Campsicnemus spinicoxa
Dolichopus exsul
Eurynogaster angustifacies
Eurynogaster argentata
Eurynogaster flaviventer
Eurynogaster hawaiiensis
Eurynogaster hispida
Eurynogaster maculata
Eurynogaster pictilipennata
Eurynogaster variabilis
Drosophila acanthostoma
Drosophila albifacies
Drosophila amita
Drosophila ancyla
Drosophila apicipuncta
Drosophila aquila
Drosophila assita
Drosophila attenuata
Drosophila basisetae
Drosophila basisetosa
Drosophila bicondyla
Drosophila brevicilia
Drosophila brevitarsus
Drosophila brunneicrus
Drosophila busckii
Drosophila canavalia
Drosophila canipolita
Drosophila canuta
Drosophila ceratostoma
Drosophila chicae
Drosophila ciliaticrus
Drosophila cilifemorata
Drosophila clara
Drosophila claytonae
Drosophila cnecopleura
Drosophila conformis
Drosophila cracens
Drosophila dasycnemia
Drosophila demipolita
Drosophila digressa
Drosophila diminuens
Drosophila dissita
Drosophila dives
Drosophila engyochracea
Drosophila floricola
Drosophila fundita
Drosophila fungiperda
Drosophila hawaiiensis
Drosophila hemianthrax
Drosophila heteroneura
Drosophila iki
Drosophila illusiopolita
Drosophila immigrans
Drosophila imparisetae
Drosophila incognita
Drosophila infuscata
Drosophila involuta
Drosophila kambysellisi
Drosophila latigena
Drosophila lepidobregma
Drosophila lissodora
Drosophila longiperda
Drosophila macrothrix
Drosophila medialis
Drosophila melanopedis
Drosophila mimica
Drosophila mitchelli
Drosophila mulli
Drosophila multiciliata
Drosophila murphyi
Drosophila neutralis
Drosophila nigritarsus
Drosophila nigrocirrus
Drosophila ochracea
Drosophila ochropleura
Drosophila olaae
Drosophila orestes
Drosophila paracracens
Drosophila paucipuncta
Drosophila pectinitarsus
Drosophila percnosoma
Drosophila polita
Drosophila prolaticilia
Drosophila pullipes
Drosophila reducta
Drosophila residua
Drosophila sadleria
Drosophila seclusa
Drosophila septuosa
Drosophila setosifrons
Drosophila setosimentum
Drosophila silvarentis
Drosophila silvestris
Drosophila simulans
Drosophila sordidapex
Drosophila spiethi
Drosophila sproati
Drosophila suzukii
Drosophila tanythrix
Drosophila tendomentum
Drosophila trichaetosa
Drosophila undulata
Drosophila unicula
Drosophila waddingtoni
Drosophila xenophaga
Drosophila yooni
Grimshawomyia perkinsi
Scaptomyza apicigutulla
Scaptomyza apponopusilla
Scaptomyza articulata
Scaptomyza brachycerca
Scaptomyza buccata
Scaptomyza caliginosa
Scaptomyza cryptoloba
Scaptomyza cuspidata
Scaptomyza cyrtandrae
Scaptomyza exigua
Scaptomyza flavida
Scaptomyza hackmani
Scaptomyza inaequalis
Scaptomyza infurcula
Scaptomyza levata
Scaptomyza lobifera
Scaptomyza nigrosignata
Scaptomyza pallida
Scaptomyza palmae
Scaptomyza parva
Scaptomyza photophilia
Scaptomyza recava
Scaptomyza scoloplichas
Scaptomyza setiger
Scaptomyza silvicola
Scaptomyza spilota
Scaptomyza tumidula
Scaptomyza umbrosa
Scaptomyza villosa
Titanochaeta ichneumon
Titanochaeta setosiscutellum
Titanochaeta silvicola
Atissa antennalis
Brachydeutera hebes
Hydrellia tritici
Scatella bryani
Scatella femoralis
Scatella hawaiiensis
Scatella wirthi
Fannia pusio
Ornithoponus nigra
Chersodromia dissita
Tylparua fuscocostata
Tylparua hawaiiensis
Homoneura unguiculata
Lonchaea striatifrons
Lonchoptera furcata
Desmometopa inaurata
Brontaea quadristigma
Haematobia irritans
Hydrotaea houghi
Lispe metatarsalis
Musca domestica
Muscina levida
Synthesiomyia nudiseta
Oestrus ovis
Acrosticta apicalis
Euxesta annonae
Diplonevra peregrina
Megaselia
Megaselia scalaris
Megaselia setaria
Puliciphora lucifera
Cephalops acrothrix
Cephalops apletomeris
Cephalops canutifrons
Cephalops filicicolus
Cephalops hawaiiensis
Cephalops macrothrix
Cephalops nigrotarsatus
Cephalops obscuratus
Cephalops rotundipennis
Cephalops timberlakei
Logima sigma
Psychoda williamsi
Trichomyia hawaiiensis
Blaesoxipha plinthopyga
Helicobia morionella
Ravinia anxia
Sarcophaga argyrostoma
Sarcophaga peregrina
Sarcophaga ruficornis
Coboldia fuscipes
Bradysia setigera
Bradysia spatitergum
Bradysia tritici
Ctenosciara hawaiiensis
Hyperlasion magnisensoria
Lycoriella solispina
Phytosciara vulcanata
Plastosciara adrostylata
Plastosciara latipons
Plastosciara longicosta
Plastosciara perniciosa
Scatopsciara nigrita
Sciara prominens
Sepedon aenescens
Sepedon oriens
Sepsis biflexuosa
Borborillus sordidus
Copromyza equina
Leptocera abdominiseta
Opacifrons aequalis
Opalimosina mirabilis
Poecilosomella punctipennis
Trachyopella nuda
Exaireta spinigera
Hermetia illucens
Allograpta obliqua
Copestylum apicale
Copestylum tamaulipanum
Eristalinus arvorum
Eristalis tenax
Eumerus aurifrons
Ornidia obesa
Simosyrphus grandicornis
Actia eucosmae
Archytas cirphis
Lespesia archippivora
Trichopoda pilipes
Acinia picturata
Bactrocera cucurbitae
Bactrocera dorsalis
Ceratitis capitata
Procecidochares alani
Trupanea arboreae
Trupanea crassipes
Trupanea cratericola
Trupanea dempta
Trupanea marginalis
Trupanea pantosticta
Trupanea sp. nr. cratericola
Dasyrhicnoessa vockerothi
Limonia grimshawi
Limonia hawaiiensis
Limonia iniquispina
Limonia kauaiensis
Limonia perkinsi
Limonia sp. nr. jacobus
Limonia stygipennis
Limonia variabilis bryani
Trentepohlia australasiae
Alydus pilosulus
Lasiochilus denigratus
Orius persequens
Aphis gossypii
Aphis oenotherae
Aulacorthum solani
Brevicoryne brassicae
Capitophorus elaeagni
Idiopterus nephrelepidis
Illinoia azaleae
Macrosiphum euphorbiae
Myzus persicae
Rhopalosiphoninus latysiphon
Rhopalosiphum padi
Sitobion ibarae
Toxoptera aurantii
Tuberolachnus salignus
Philaenus spumarius
Clastoptera xanthocephala
Balclutha incisa hospes
Balclutha peregrina
Balclutha plutonis
Balclutha usitata
Balclutha volcanicola
Balolina kilaueae
Nesolina lineata
Nesophrosyne affinis
Nesophrosyne comma
Nesophrosyne eburneola
Nesophrosyne ehu
Nesophrosyne giffardi
Nesophrosyne ignigena
Nesophrosyne insularis
Nesophrosyne mabae
Nesophrosyne marginalis
Nesophrosyne montivaga
Nesophrosyne myrsines
Nesophrosyne nuenue
Nesophrosyne oceanides
Nesophrosyne oreadis
Nesophrosyne pele
Nesophrosyne peleae
Nesophrosyne pluvialis
Nesophrosyne silvicola
Nesophrosyne sinuata
Nesophrosyne umbrigena
Sophonia rufofascia
Iolania perkinsi
Oliarus filicicola
Oliarus inaequalis
Oliarus inconstans
Oliarus kanakanus
Oliarus kaonohi
Oliarus koanoa
Oliarus neomorai
Oliarus opuna
Oliarus polyphemus
Oliarus tarai
Saissetia coffeae
Saissetia oleae
Geotomus pygmaeus
Aloha myoporicola
Emoloana sporobolicola
Emoloana sporobolicola immaculata
Leialoha hawaiiensis
Leialoha naniicola
Nesodryas swezeyi
Nesosydne aku
Nesosydne anceps
Nesosydne chambersi
Nesosydne coprosmicola
Nesosydne cyathodis
Nesosydne cyrtandricola
Nesosydne incommoda
Nesosydne ipomoeicola
Nesosydne koae
Nesosydne koaephyllodii
Nesosydne neoraillardiae
Nesosydne nephrolepidis
Nesosydne pseudorubescens
Nesosydne raillardiae
Nesosydne rubescens
Nesosydne rubescens pele
Nesosydne ulehihi
Nesosydne umbratica
Nesothoe dryope
Nesothoe gulicki
Nesothoe haa
Nesothoe maculata
Nesothoe munroi
Syndelphax disonymus
Pseudaulacaspis major
Siphanta acuta
Metrarga nuda
Metrarga obscura
Neseis fasciata fasciata
Neseis hiloensis intermedius
Neseis mauiensis
Neseis nitida comitans
Neseis nitida pipturi
Neseis ochriasis ochriasis
Neseis saundersianus
Neseis whitei whitei
Nesomartis psammophila
Nysius aa
Nysius beardsleyi
Nysius blackburni
Nysius communis
Nysius delectulus
Nysius delectus
Nysius kinbergi
Nysius lichenicola
Nysius nemorivagus
Nysius rubescens
Nysius saundersianus
Nysius terrestris
Oceanides montivagus
Oceanides nimbatus
Oceanides pteridicola
Oceanides vulcan
Icerya purchasi
Cavaticovelia aaa
Engytatus hawaiiensis
Engytatus modestus
Halticus bractatus
Hyalopeplus pellucidus
Koanoa hawaiiensis
Nesiomiris hawaiiensis
Nesiomiris pallasatus
Nesiomiris pilosus
Nesiomiris secularis
Nesiomiris timberlakei
Nesiomiris williamsi
Opuna sharpianus
Opuna sharpianus luteus
Orthotylus iolani
Orthotylus kanakanus
Orthotylus kassandra
Orthotylus neoilicis
Orthotylus perkinsi
Orthotylus pipturi
Orthotylus pisonioides
Orthotylus psychotriae
Orthotylus psychotrioides
Orthotylus sophorae
Orthotylus xylosmae
Pseudoclerada kilaueae
Sarona adonias
Sarona alani
Sarona hamakua
Sarona kau
Sarona mamaki
Sarona myoporicola
Sarona pusilla
Sulamita dryas
Sulamita lunalilo
Nabis blackburni
Nabis capsiformis
Nabis curtipennis
Nabis kahavalu
Nabis kaohinani
Nabis koelensis
Nabis lusciosus
Nabis oscillans
Nabis pele
Nabis subrufus
Nabis tarai
Notonecta indica
Coleotichus blackburniae
Eysarcoris ventralis
Oechalia acuta
Oechalia bryani
Oechalia ferruginea
Oechalia grisea
Oechalia hirtipes
Oechalia pacifica
Oechalia virgula
Plautia stali
Coptosoma xanthogramma
Chlorococcus straussiae
Geococcus coffeae
Nesococcus pipturi
Nesopedronia cibotii
Nipaecoccus nipae
Pseudococcus longispinus
Trionymus insularis
Tympanococcus tympanistus
Acizzia uncatoides
Hemischizocranium bessi
Hevaheva giffardi
Hevaheva hyalina
Kuwayama
Kuwayama minuta
Kuwayama nigricapita
Megatrioza zanthoxyli
Trioza
Trioza hawaiiensis
Trioza ohiacola
Empicoris rubromaculatus
Empicoris whitei
Haematoloecha rubescens
Nesidiolestes
Nesidiolestes ana
Saicella mulli
Zelus renardii
Ithamar hawaiiensis
Jadera haematoloma
Liorhyssus hyalinus
Brentiscerus australis
Pseudopachybrachius vinctus
Saldula exulans
Saldula intermedia
Saldula oahuensis
Teleonemia scrupulosa
Ampulex compressa
Aphelinus gossypii
Coccophagus ochraceus
Apis mellifera
Xylocopa sonorina
Sclerodermus muiri
Sierola angustata
Sierola atra
Sierola aucta
Sierola blackburni
Sierola carinata
Sierola compacta
Sierola croceipes
Sierola curvignatha
Sierola distincta
Sierola ehrhorni
Sierola fuscipennis
Sierola fuscipes
Sierola holomelaena
Sierola illingworthi
Sierola imparata
Sierola indecora
Sierola kauensis
Sierola kilauea
Sierola laticeps
Sierola lepida
Sierola leuconeura
Sierola levigata
Sierola longiceps
Sierola longicornis
Sierola molokaiensis
Sierola monticola
Sierola muiri
Sierola newelli
Sierola nigrans
Sierola nigrescens
Sierola notabilis
Sierola nubila
Sierola oahuensis
Sierola osborni
Sierola perkinsi
Sierola rocki
Sierola scoriacea
Sierola sima
Sierola spicata hawaiiensis
Sierola testaceipes
Sierola volcanica
Sierola vulcana
Aphaereta pallipes
Biosteres fullawayi
Biosteres tryoni
Cotesia glomeratus
Cotesia marginiventris
Meteorus laphygmae
Ontsira palliatus
Ontsira syagrii
Alloxysta magourae
Hylaeus coniceps
Hylaeus connectens
Hylaeus crabronoides
Hylaeus difficilis
Hylaeus dumetorum
Hylaeus filicum
Hylaeus flavipes
Hylaeus hula
Hylaeus inquilina
Hylaeus laetus
Hylaeus muranus
Hylaeus paradoxicus
Hylaeus pele
Hylaeus pubescens
Hylaeus rugulosus
Hylaeus setosifrons
Hylaeus simplex
Hylaeus specularis
Hylaeus sphecodoides
Hylaeus volcanicus
Deinomimesa hawaiiensis
Ectemnius atripennis
Ectemnius curtipes
Ectemnius fulvicrus
Ectemnius hawaiiensis
Ectemnius nesiotes
Ectemnius polynesialis
Ectemnius rubrocaudatus
Ectemnius tumidoventris
Ectemnius weberi
Ectemnius yoshimotoi
Nesomimesa hawaiiensis
Phanacis hypochaeridis
Dicondylus perkinsi
Anagyrus fraternus
Anagyrus major
Anagyrus xanthogaster
Coccidoctonus whittieri
Coelopencyrtus kaalae
Coelopencyrtus orbi
Coelopencyrtus sexramosus
Copidosoma floridanum
Hypergonatopus brunneipes
Hypergonatopus vulcanus
Metaphycus alberti
Ooencyrtus flavipes
Aglaotoma subrufa
Chrestosema magnifica
Eucoila impatiens
Ganaspis xanthopoda
Gronotoma melanagromyzae
Gronotoma micromorpha
Hypodiranchis bicolor
Kleidotoma costata
Nesodiranchis fuscorubra
Pseudeucoila depressa
Pseudeucoila grandissima
Pseudeucoila hawaiiensis
Pseudeucoila hygrophila
Pseudeucoila oreias
Pseudeucoila perkinsi
Pseudodiranchis debilis
Pseudodiranchis vulgaris
Weldia agromyzae
Ceranisus menes
Euderus metallicus
Melittobia hawaiiensis peles
Pauahiana lineata
Pauahiana swezeyi
Sympiesis hawaiiensis
Sympiesis sparsus
Anastatus picticornis
Eupelmus amaurodes
Eupelmus asthenes
Eupelmus chalcoprepes
Eupelmus epilamprops
Eupelmus epimelas
Eupelmus euoplias
Eupelmus euprepes
Eupelmus heterosomus
Eupelmus konae
Eupelmus leptophyus
Eupelmus melanacrias
Eupelmus paraleucothrix
Eupelmus peles
Eupelmus pelodes
Eupelmus pelopus
Eupelmus xestops
Lepideupelmus setiger
Eurytoma tephritidis
Anoplolepis gracilipes
Brachymyrmex obscurior
Camponotus variegatus
Cardiocondyla emeryi
Cardiocondyla kagutsuchi
Cardiocondyla nuda
Cardiocondyla venustula
Cardiocondyla wroughtonii
Hypoponera opaciceps
Hypoponera punctatissima
Linepithema humile
Monomorium pharaonis
Paratrechina bourbonica
Paratrechina longicornis
Pheidole megacephala
Plagiolepis alluaudi
Plagiolepis exigua
Solenopsis geminata
Technomyrmex albipes
Technomyrmex vitiensis
Wasmannia auropunctata
Banchogastra nigra
Barichneumon californicus
Calliephialtes grapholithae
Casinaria infesta
Diadegma blackburni
Diadegma insularis
Diadegma pattoni
Diplazon laetatorius
Echthromorpha agrestoria fuscator
